tenure,MonthlyCharges,Number_of_InternetServices,Churn
72,74.35,5,0
23,83.2,3,0
31,25.0,0,0
37,40.2,3,0
30,94.1,3,1
35,108.35,5,0
23,69.5,3,0
20,76.0,3,0
36,93.6,3,0
8,95.65,2,1
71,100.55,3,0
50,88.05,2,1
43,24.45,0,0
57,89.55,6,0
41,66.5,3,1
27,76.1,1,0
13,80.5,1,0
3,35.45,2,1
67,20.55,0,0
3,49.9,1,1
64,105.4,4,0
26,35.75,2,0
38,95.1,3,0
23,19.3,0,0
40,104.5,4,1
72,63.1,6,0
3,75.05,0,1
23,81.0,1,1
1,74.45,0,1
4,60.4,3,1
62,84.95,5,0
40,93.4,3,0
41,89.2,2,0
34,85.2,2,0
1,49.95,1,0
51,20.65,0,0
1,70.65,0,1
39,20.15,0,0
12,19.2,0,0
12,59.8,2,1
72,104.95,4,0
63,103.5,4,0
44,84.8,2,0
18,95.05,3,0
9,44.2,0,1
13,73.35,4,0
68,64.1,3,0
6,44.4,2,0
2,20.05,0,0
55,60.0,2,0
1,75.75,0,1
38,69.5,0,0
67,102.95,4,1
19,78.7,1,0
12,60.65,5,0
72,21.15,0,0
24,84.8,5,0
72,103.2,4,0
11,29.6,1,0
4,74.4,0,1
66,105.65,5,0
